ID,Title,Author,Year,Format,File
1,Library Anxiety pada Mahasiswa Ilmu Perpustakaan UIN Sumatera Utara dan Universitas Sam Ratulangi Manado ,Muhammad Ridwan dan Suci Ramadhani Nalole,2025,PDF,ebook/Library Anxiety pada Mahasiswa Ilmu Perpustakaan UIN Sumatera Utara dan Universitas Sam Ratulangi Manado.pdf
